"","vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_self","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","score","eligible_algo_stake","rank","in_algo_stake_set","eligible_mnde_stake","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"490","A8jgSjcAaTz4iDMjhsLVryoWXzgXeRjQXiPp8fKcayF8",60459.241937092,63204.9495611121,0.035460860027316,0.0619455707691002,0.0466094607748603,10,313734.69,"WEBNX",0,0,0.821835296515473,0.936147134343916,0.844533374895825,0.848088575102547,TRUE,586,FALSE,TRUE,0,0,0,0
"416","B8BacT5bUVYi94y8ssjDxvHYpnc1DHgxCb1q2idYjcUW",60520.656302847,63210.8491290848,0.035460860027316,0.0591273491001752,0.0556415563400064,10,314188.2,"WEBNX",0,0,0.821835296515473,0.923773569511232,0.845754165401487,0.84807583204285,TRUE,587,FALSE,TRUE,0,0,0,0
"1120","3Qvmhayko5Yn3sSXDsHsMzS8QjdU4CshQF2y6L276kgi",79940.345348568,82778.7767363193,0.00864301283368958,0.251926068025206,0.0820702120214519,10,305483.85,"Inetcom LLC",0,0,0.95657522638929,0.887567499485027,0.82232317636494,0.847996131993308,TRUE,588,FALSE,TRUE,0,0,0,0
"1118","71qKGKMaxdu3cyn8bCmsLhmxqx9fQHuaZUGswaR5t21M",38297.263237767,40409.9406651344,0.0112659063346274,0.0673206817692112,0.0648824971626673,6,305572.756,"HURRICANE",0,0,0.943397118399069,0.911113896065633,0.822562499865406,0.847964087039834,TRUE,589,FALSE,TRUE,0,0,0,0
"264","DKGtK1iPahJcqNm5DLnDNHqY2pLxm2qAjL6uZGykdM68",60445.889696834,63252.1163298935,0.035460860027316,0.117225677685262,0.0741315424037032,10,314977.59,"WEBNX",0,0,0.821835296515473,0.898443119931243,0.84787910160414,0.847761902231045,TRUE,590,FALSE,TRUE,0,0,0,0
"1175","BCAJXBV1jCJA1KPfn4u8f19qmoVWJiRStudbxVi5rW5b",82935.298502406,86860.0450679085,0.002077749879771,0.248786181302062,0.0852040261764769,10,303064.56,"JSC IOT",0,0,0.989560837188966,0.883274314991894,0.815810759301492,0.847731044798826,TRUE,591,FALSE,TRUE,0,0,0,0
"171","4Dh6frby55aY5NXdCGYe6yU61xusgzNHBa3GeXWMLPJ4",80128.277021759,82712.3326582585,0.035460860027316,0.183306724884311,0.0924969803653721,10,315833.4,"WEBNX",0,0,0.821835296515473,0.873283295651231,0.850182831891567,0.847598631353681,TRUE,592,FALSE,TRUE,0,0,0,0
"430","B8He2akyLzFbq8qLooUNP7jTkcKA2a1AjyfxieWhm4H4",170.28643424,43579.0967540243,0.035460860027316,0.085400641025641,0.0582592944900831,10,314090.82,"WEBNX",0,0,0.821835296515473,0.920187385941612,0.845492030984514,0.847598329909054,FALSE,593,FALSE,TRUE,0,0,0,0
"849","HVuzQEZtxQycpfJsLNAeykrqT2vLzKtUyKaAnNsnKy1A",60171.613404094,62997.3469479636,0.0240306940461766,0.130249049196418,0.0756402805711532,10,310681.44,"IS-AS-1",0,0,0.879263461857202,0.896376216476132,0.836314419169569,0.847542102452786,TRUE,594,FALSE,TRUE,0,0,0,0
"1193","5fdEXhCBKC7FRRsH64asZCSiwgNXRozxmzb1cFzfrtWM",44241.355155015,73496.3272638382,0.00443051101145302,0.109938282755418,0.0577741666009211,10,302450.67,"PERFECT-INTERNATIONAL",0,0,0.977739945392402,0.920851989337955,0.814158246493569,0.847531872696804,TRUE,595,FALSE,TRUE,0,0,0,0
"973","4jx1b7HCN9nCxygP3hruC85BxcYndhxby4hkNexuHvxT",79026.044500445,81425.953571796,0.0240306940461766,0.0492787606918042,0.0447511405606784,10,309052.98,"IS-AS-1",0,0,0.879263461857202,0.93869294948551,0.831930814603294,0.847425232248681,TRUE,596,FALSE,TRUE,0,0,0,0
"1211","5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f",82684.981610301,85265.05456197,0.000223195544334298,0.165723584365826,0.0699706148532614,10,301406.13,"COLT Technology Services Group Limited",6586084972944,0,0.998878606780976,0.904143403596107,0.811346479355501,0.847335800824083,TRUE,597,FALSE,TRUE,0.000296859374950291,279,0,279
"1055","8GERjfptn6PXXEPVmRbJQ3KwESf2wLbamFk71LGsQHcZ",44422.11806614,58638.1913496389,0.0180108438444587,0.277067669172932,0.0559339078436784,10,307306.44,"IS-AS-1",0,0,0.909508775292471,0.923373061095602,0.827229353886308,0.847283396195664,TRUE,598,FALSE,TRUE,0,0,0,0
"1210","9JiAAwGRDvb6JzAarUfSBTeoD1vmGd2ujxf71CpQZcbJ",74879.192496341,78180.6012231373,0.00277183052452933,0.0699114188471774,0.0521740606582353,10,301426.38,"JSC ER-Telecom Holding",0,0,0.986073593163513,0.92852388269337,0.811400989747201,0.847283151268647,TRUE,599,FALSE,TRUE,0,0,0,0
"534","6QbXuFT59Gu9ihxPmUcLFpTfgXwaSxoJPUTcEDkidPAE",60535.888411945,63323.0504311647,0.035460860027316,0.0532829906591517,0.0455273766386572,10,313282.71,"WEBNX",0,0,0.821835296515473,0.937629540958988,0.84331670295309,0.847266704886218,TRUE,600,FALSE,TRUE,0,0,0,0
"808","GuPnsaM3j4ojKe2KJpcaAWNmhk5n2kaJxc8ZKkowdxrw",79114.074800076,81513.9081768742,0.0240306940461766,0.139885889200405,0.0850257932872171,10,310972.32,"IS-AS-1",0,0,0.879263461857202,0.88351848603666,0.837097430662782,0.847155362798375,TRUE,601,FALSE,TRUE,0,0,0,0
"1162","GjEf8WA7HkUvLgoGL2AejAdDRjADy99rC6cqXWT4BqfG",25118.775323443,55270.5919094127,0.00854958671089431,0.118188820982939,0.0551165526675239,10,303636.87,"HOSTING-SOLUTIONS",0,0,0.957044623844758,0.924492800937871,0.817351344105125,0.847084268436818,TRUE,602,FALSE,TRUE,0,0,0,0
"244","7cpDpUt9GAWaD41QbHCXiobDYmBSurxjGY9ChtnzER46",79619.824571179,82207.064793267,0.035460860027316,0.110194164732208,0.0824771677351101,10,315075.06,"WEBNX",0,0,0.821835296515473,0.88700998845443,0.84814147828952,0.847084258798506,TRUE,603,FALSE,TRUE,0,0,0,0
"506","7vGdiJ1PQjiwAb3wbVAZSeA8ZR7GunoqT7B1mvdDMAYK",168.05771712,43530.769509246,0.035460860027316,0.0758416219358557,0.0535764117058921,10,313582.32,"WEBNX",0,0,0.821835296515473,0.926602724809111,0.844123214481836,0.847038881742955,FALSE,604,FALSE,TRUE,0,0,0,0
"1182","2EugUXCgvu1qAfKiUgDjcMpeMcr1pvWVeug9YHtGDoSq",79322.773730281,81722.3918094257,0.00288286082089772,0.13005952730209,0.0825895468713739,10,302889.15,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.886856034090421,0.81533857817517,0.847021023941997,TRUE,605,FALSE,TRUE,0,0,0,0
"947","2cbRaWTzuPM2zbCaZDNbwft9omJBAyxcavJ6Xp2vQNNk",81370.369632876,83766.9361452158,0.0240306940461766,0.0881669105748053,0.0574008026354518,10,309473.55,"IS-AS-1",0,0,0.879263461857202,0.921363481183851,0.833062934871792,0.846963057970475,TRUE,606,FALSE,TRUE,0,0,0,0
"362","HZPcvG4ykhEkRJP3uEhCqYWehWxt4iWGv1cEmxZyweUA",60453.497597316,63246.909299263,0.035460860027316,0.0939181545223745,0.0718104658251467,10,314464.05,"WEBNX",0,0,0.821835296515473,0.901622890486065,0.846496718070639,0.846943128017185,TRUE,607,FALSE,TRUE,0,0,0,0
"926","GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9",82291.123772645,84673.9037917366,0.0240306940461766,0.074713430204849,0.0639219531328407,10,309763.35,"IS-AS-1",0,0,0.879263461857202,0.912429798199527,0.833843039144114,0.846875931796544,TRUE,608,FALSE,TRUE,0,0,0,0
"88","7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh",146928.256425369,153725.604328507,0.0837988667441912,0.0394817449517192,0.0394817449517192,6,330816.607,"UAB Cherry Servers",3105807641144048,0,0.578972415380862,0.945911784552769,0.89051569522419,0.846847197504338,TRUE,609,FALSE,TRUE,0.0999999867443905,93898,0,93898
"108","2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P",135462.022838605,141509.732560289,0.0726483569632946,0.0445778083505845,0.0445778083505845,5,326888.065,"PACKET",0,0,0.634995514292858,0.938930406820158,0.879940566175885,0.846794392089594,TRUE,610,FALSE,TRUE,0,0,0,0
"208","B6AsRAEeNoic8ipRg7JPXPwLFJbQorGz8v1SmBxkyQvj",77665.874895481,80114.8594726276,0.035460860027316,0.155017314309911,0.0922356361328996,10,315345.42,"WEBNX",0,0,0.821835296515473,0.873641325499434,0.848869252585811,0.846615726491423,TRUE,611,FALSE,TRUE,0,0,0,0
"476","C7QN8QByBuW2fbGBhSvxYUkBHZ1UUm7uGdWREiexuKMf",60411.425747898,63121.1831814059,0.035460860027316,0.120940601668863,0.0620107520644507,10,313790.13,"WEBNX",0,0,0.821835296515473,0.915048057733812,0.844682612234878,0.84658036716258,TRUE,612,FALSE,TRUE,0,0,0,0
"1068","AeSLUUNmADEM2xzfmWbRhfwomvJW3f3Rd1AdicXf27Gb",45236.567460714,59477.6091903582,0.0180108438444587,0.235890506936703,0.0585808178191139,10,307093.68,"IS-AS-1",0,0,0.909508775292471,0.919746913436833,0.826656631370852,0.846563905979253,TRUE,613,FALSE,TRUE,0,0,0,0
"204","6ywtN5KvEmTqdsynVraiUWGD4pxr3WQEKrWQZ4f9c5Xo",45295.212453693,74621.5899057007,0.035460860027316,0.240573228885956,0.0939566541080688,10,315352.17,"WEBNX",0,0,0.821835296515473,0.87128360825205,0.848887422716378,0.846448340649752,TRUE,614,FALSE,TRUE,0,0,0,0
"1217","8BbpzqTUCUa4oR71AMgcBiTQvd6Gta3xJHCG4xK9mKBp",81611.038658385,83696.7999414952,0.000891278506596771,0.0871331244550885,0.0674078354412033,10,301086.27,"Hostkey B.v.",0,0,0.995521981961869,0.907654296165638,0.810485457435056,0.846427141110764,TRUE,615,FALSE,TRUE,0,0,0,0
"927","AAhcGqPdM9WdjhVH6T4vAQLvoDFrYQqirkxCdvxoKhgp",62462.395900269,64303.8529009877,0.0240306940461766,0.0986870058046529,0.0682404362022893,10,309756.87,"IS-AS-1",0,0,0.879263461857202,0.906513670557469,0.83382559581877,0.846407427112275,TRUE,616,FALSE,TRUE,0,0,0,0
"266","3ZhXyB3T1uTnUPmehLnBUF5Go4Zyh1NQdCPseayr6BPq",82790.227796671,85370.7385131792,0.035460860027316,0.190144839683512,0.0929252514164054,10,314967.78,"WEBNX",0,0,0.821835296515473,0.872696583566787,0.847852694347717,0.845761086159608,TRUE,617,FALSE,TRUE,0,0,0,0
"591","9rRrsNWovWQ9PvmYf3pBFv59tZy4KCY3hhAY5gRmGabs",146.04771712,43643.2055224959,0.035460860027316,0.0723351648351648,0.0499897407014579,10,312729.03,"WEBNX",0,0,0.821835296515473,0.931516302825063,0.841826267709821,0.845649967150324,FALSE,618,FALSE,TRUE,0,0,0,0
"399","4KNGsCdQAY18ar9KzUWSAzXcbsrcWniGfT1f8sbXtij1",60412.14135355,63211.9031157088,0.035460860027316,0.136553242019341,0.0816071115972043,10,314293.68,"WEBNX",0,0,0.821835296515473,0.888201926244813,0.84603810397514,0.845557966079012,TRUE,619,FALSE,TRUE,0,0,0,0
"1064","H97b7WujYu1qRLdngfSWVxsXpasMoTaCfRbNx3qvu3ev",79557.701773341,82140.9860057744,0.0157815187796537,0.184408522234609,0.0851160748190479,10,307115.28,"WorldStream B.V.",0,0,0.920709491767921,0.883394804397195,0.826714775788664,0.845535503524591,TRUE,620,FALSE,TRUE,0,0,0,0
"1016","2Jc8YA9pjTBbhcjsk1hMrLzHN5buCiV9e1XXYNT5Ltju",62213.981080215,64389.9436984891,0.0240306940461766,0.0928855793329478,0.04863529998562,10,308307.69,"IS-AS-1",0,0,0.879263461857202,0.933371825708824,0.829924589920342,0.845472665278973,TRUE,621,FALSE,TRUE,0,0,0,0
"1009","6DVFiYKvmPRvYjins4LtRSiEm81CswtP5yHTpgPdtrgK",60166.678186254,62992.5305700166,0.0240306940461766,0.0649115515771526,0.0527517407134854,10,308435.22,"IS-AS-1",0,0,0.879263461857202,0.92773248699072,0.830267884253846,0.845302942557199,TRUE,622,FALSE,TRUE,0,0,0,0
"1112","4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu",43167.971783116,52555.9742290402,0.0136729493045329,0.400054704067862,0.077772099448639,7,305775.351,"LATITUDE-SH",1.02e+12,0,0.931303500345887,0.893455720462571,0.823107859510166,0.845164716635077,TRUE,623,FALSE,TRUE,4.59638259718748e-05,43,0,43
"968","9CquYfmEAUs6FsrLP14DxcyryehchkfTKeQ2Fbg1HraN",44165.324017983,73471.8987081744,0.0240306940461766,0.0967403953676332,0.0690498038131405,10,309168.63,"IS-AS-1",0,0,0.879263461857202,0.905404873320536,0.832242129507,0.845104084008072,TRUE,624,FALSE,TRUE,0,0,0,0
"1046","H65xgAbBdBbZR3dxS75fq7ZqXmkhTxVST9zYX68mjvdv",25116.144903989,55267.9318265267,0.0240306940461766,0.107287851037851,0.0395092846595597,10,307615.68,"IS-AS-1",0,0,0.879263461857202,0.945874056391239,0.828061788134662,0.845001450880944,TRUE,625,FALSE,TRUE,0,0,0,0
"1181","9xrkErFEcs4WU75jQQtGEJfV4ePUEyGF2PU4b94BNy1i",25170.034206134,51704.9978132514,0.00612532623554035,0.237328947368421,0.0787894349081781,10,302892.3,"Ikoula Net SAS",0,0,0.96922474718153,0.892062016623368,0.815347057569434,0.844921698975444,TRUE,626,FALSE,TRUE,0,0,0,0
"1011","4CtNJvygjgJ3aY77eLV6Ld5V7g2M9bD2t9XYxYFcbMJ8",81410.49164702,83640.8699438558,0.0261174028947852,0.0584897790043671,0.0433930754017946,10,308420.37,"LATITUDE-SH",0,0,0.868779286826351,0.940553437693285,0.830227909966599,0.844645470077845,TRUE,627,FALSE,TRUE,0,0,0,0
"1140","8b3JPQtHbw8MBJQNwUDVXC6xfaL26UNx6WA3GShGy5Vw",25525.626096404,30075.7638245341,0.0138198159864212,0.48350468975469,0.0616090957856354,10,304742.88,"IS-AS-1",0,0,0.930565603441801,0.915598308776943,0.820328580565551,0.844616563178158,TRUE,628,FALSE,TRUE,0,0,0,0
"960","9UfKDYAmGoX9GKfmbrQnBK3xkawzWo4AwwU7Ppcnv3Lx",60166.705941206,63205.4370171471,0.0216019306927737,0.173120747318648,0.0940435579939419,10,309252.51,"IS-AS-1",0,0,0.891466208839644,0.871164553835685,0.83246792366284,0.844521246780259,TRUE,629,FALSE,TRUE,0,0,0,0
"969","5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk",27648.479738628,57721.636770603,0.0240306940461766,0.189172794117647,0.0760399998458916,10,309146.67,"IS-AS-1",0,0,0.879263461857202,0.895828619041498,0.832183016015557,0.844321977147036,TRUE,630,FALSE,TRUE,0,0,0,0
"536","9SwKtFLWA8HZKSPCgyA78Fq42nBdrTTGMswqkUaA1oAM",25303.482722462,54971.4580093782,0.035460860027316,0.159218730970649,0.0739662116882464,10,313246.08,"WEBNX",0,0,0.821835296515473,0.898669615577993,0.843218099711216,0.844193938901623,TRUE,631,FALSE,TRUE,0,0,0,0
"939","4yk87cJbcWooz3FSScp8aEWVgNium4HR9UbnDUJpvXp2",81569.456435189,83755.5464502681,0.0240306940461766,0.192498150164996,0.0877620440388202,10,309567.42,"IS-AS-1",0,0,0.879263461857202,0.879769945531388,0.83331562082087,0.843957929034961,TRUE,632,FALSE,TRUE,0,0,0,0
"1139","JokeruQoFrVevoPR5QBRPGncPQbtrpq3PJEcY22JefC",79507.439434608,82083.0328025542,0.0157815187796537,0.0741637002023031,0.053882558671461,10,304751.79,"WorldStream B.V.",0,0,0.920709491767921,0.926183317230939,0.820352565137899,0.843932919395829,TRUE,633,FALSE,TRUE,0,0,0,0
"112","26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx",1969041.27774204,2109231.10173762,0.0726483569632946,0.046666123480147,0.046666123480147,7,325608.531,"PACKET",0,0,0.634995514292858,0.936069508985282,0.87649622545821,0.843924830165623,TRUE,634,FALSE,TRUE,0,0,0,0
"738","LZrqGh6cErfu2PdTUgPEzzuxKYynKD1dTkDGVbPLtDc",60387.08124005,63186.979889922,0.035460860027316,0.0575981620718463,0.0456824359221726,10,311649.66,"WEBNX",0,0,0.821835296515473,0.937417116712184,0.83892074269803,0.843868856671033,TRUE,635,FALSE,TRUE,0,0,0,0
"511","21jyzY51maJQNzd8phZWxqbSuZrSj7QszLGBo2r6bX5i",25300.497228815,43659.4225042774,0.035460860027316,0.331611021417523,0.0843250404190562,10,313532.1,"WEBNX",0,0,0.821835296515473,0.884478485959529,0.843988028710421,0.843694566622668,TRUE,636,FALSE,TRUE,0,0,0,0
"1111","AgXvq3pi94BxsTPEQFjb8jjv5f75KPFkfJsLJCcAvVf5",43953.745735214,69289.1370153664,0.0157815187796537,0.183065294354457,0.0772906360075132,10,305789.94,"WorldStream B.V.",0,0,0.920709491767921,0.894115303729862,0.82314713121903,0.84361581534277,TRUE,637,FALSE,TRUE,0,0,0,0
"1160","UgmcX7FwNdXbiWsHY2RaqZqTdhsZxx5y6on85j3s3tA",79653.86815108,82235.4224796718,0.0100241298684703,0.123997322226333,0.0778787028618144,10,303665.22,"MEVSPACE sp. z o.o.",0,0,0.949636130530093,0.893309678579511,0.817427658653504,0.843604502013442,TRUE,638,FALSE,TRUE,0,0,0,0
"701","5dwMHTsS52QGYVGWyui1P555XkBPzGa8uoQc7aZunLGy",141669.262995605,144089.825730168,0.035460860027316,0.0540496788679323,0.0540496788679323,10,311901.57,"WEBNX",0,0,0.821835296515473,0.925954370075656,0.839598851970773,0.843508729447256,TRUE,639,FALSE,TRUE,0,0,0,0
"1242","HnkhL3JYBSmb3s9thcVWzAQA9NqJb5m9U2d7mdDxprGo",61931.094793915,65045.2023372747,0.000562072144835399,0.163791484745045,0.0763615989689808,10,299987.82,"Sibirskie Seti Ltd.",0,0,0.997176001457822,0.895388042702266,0.807528571520864,0.843463520063581,TRUE,640,FALSE,TRUE,0,0,0,0
"1226","awPJ5jCmeVGA6kD5mjCdQqvcpdxszMubmwQC5fxdNMb",79318.396113204,81717.4689081144,0.000245732977928168,0.170216846773298,0.0925212474095042,10,300680.37,"Rostelecom",0,0,0.998765372776768,0.873250050891839,0.809392826916989,0.843439158893482,TRUE,641,FALSE,TRUE,0,0,0,0
"522","F5XcsWb5YCA39hLGP1tpUZDScTTgn1k2UeHXyaFpGXMj",87073.41469558,89663.4541873614,0.035460860027316,0.158338472168564,0.0841960174207773,10,313384.86,"WEBNX",0,0,0.821835296515473,0.884655241666175,0.843591677595664,0.843403277742597,TRUE,642,FALSE,TRUE,0,0,0,0
"1149","2DpnT6to3eJsXeg1Tk42XFCXLMKL7pGzMKFwQS5CNK6a",60169.363008959,62994.5903651885,0.0100241298684703,0.180299370759249,0.0900028551437012,10,304121.07,"MEVSPACE sp. z o.o.",0,0,0.949636130530093,0.876700135066689,0.818654748137764,0.843270759808039,TRUE,643,FALSE,TRUE,0,0,0,0
"1257","HDSSJahUByxK1V6nCee62QDtTEFRpM5zSwCn4456QZpX",27550.867694587,50418.4760915389,0.00233052559173728,0.150412087912088,0.0464913744909713,10,298966.5,"PERFECT-INTERNATIONAL",0,0,0.988290825414411,0.936308907243573,0.804779309631946,0.843129511876296,TRUE,644,FALSE,TRUE,0,0,0,0
"1156","5WF1VwByGfW31Nmk1xcfz9k5YyZLskX4659JXyAA3rpb",79575.118215587,82164.5846899232,0.0100241298684703,0.179715801033332,0.0868077294776719,10,303882.21,"MEVSPACE sp. z o.o.",0,0,0.949636130530093,0.881077313573275,0.818011767784116,0.843112865574971,TRUE,645,FALSE,TRUE,0,0,0,0
"790","52WzGBfGF2M2o7j8GUbaw5gUQHjKWgWzHtshEX5P2Tmm",168.05771712,43646.4470021744,0.035460860027316,0.0545553221288515,0.0428713802769018,10,311114.7,"WEBNX",0,0,0.821835296515473,0.941268136558482,0.837480699283532,0.843057363263442,FALSE,646,FALSE,TRUE,0,0,0,0
"796","DNQr3fav5Vydi1fh8yqHdq1TKeNox41Hadugb1tg9xdz",170.28543424,43550.3078311072,0.035460860027316,0.0447337662337662,0.0417335444391962,10,311044.59,"WEBNX",0,0,0.821835296515473,0.942826920497962,0.837291972194047,0.843032095036106,FALSE,647,FALSE,TRUE,0,0,0,0
"633","Czos5xViyJStxzvZc1B8mEfU91ZZFchXU7sNuY8vensJ",62361.87769232,65185.903786952,0.035460860027316,0.0781342023989083,0.0673906483637311,10,312348.78,"WEBNX",0,0,0.821835296515473,0.907677841689028,0.840802683687907,0.84302886704608,TRUE,648,FALSE,TRUE,0,0,0,0
"1191","84gebYpPpEafPeGJUVA8QzfaTQC3GeyVufCTHpqsQqE2",79404.667324343,81982.7626446294,0.00612532623554035,0.179350369286511,0.0896019686876812,10,302504.76,"Ikoula Net SAS",0,0,0.96922474718153,0.877249331487202,0.814303849806508,0.842979794147334,TRUE,649,FALSE,TRUE,0,0,0,0
"999","HYWwwPUwvN8uPfiPGse3EkBFusStrruVomVEjGvZHraM",79349.047941259,81748.0301200424,0.0240306940461766,0.103817172265811,0.0816098468810484,10,308696.04,"IS-AS-1",0,0,0.879263461857202,0.888198179028928,0.830969978098936,0.842801914133284,TRUE,650,FALSE,TRUE,0,0,0,0
"1109","91ciyr81FJnZaoWcDT4PHwwdzgNp21cgH354JbCuxnwR",79795.960015772,81989.0300722173,0.0157815187796537,0.145487834005075,0.0872416420380817,10,305844.84,"WorldStream B.V.",0,0,0.920709491767921,0.880482872874633,0.823294914947638,0.842680846606681,TRUE,651,FALSE,TRUE,0,0,0,0
"1233","ADmLWUm2eQ3KFijFbqa4bVfiLVmW5iqjStE5b8Wbti1y",60167.42305964,62992.5649126237,0.00288286082089772,0.110309509569378,0.0704399657226761,10,300163.14,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.903500414007468,0.808000510378779,0.842656693323008,TRUE,652,FALSE,TRUE,0,0,0,0
"527","BxmU7o4P4zhp8aEvmu2shwXinWnr7A1oxt7VWy1UJWLx",60411.935440133,63198.8427489641,0.035460860027316,0.178408689092126,0.093669299035453,10,313325.1,"WEBNX",0,0,0.821835296515473,0.871677271781777,0.843430811373048,0.842281229118708,TRUE,653,FALSE,TRUE,0,0,0,0
"1049","BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7",60462.732833543,63220.7477259404,0.0240306940461766,0.0824469954457756,0.0647931601803844,10,307496.52,"IS-AS-1",0,0,0.879263461857202,0.911236283714685,0.827741024763062,0.842090265773824,TRUE,654,FALSE,TRUE,0,0,0,0
"1137","4vggdLQRGJYvBkgbVh6kEWhyBzua1yYVpZKh4GeiLo6w",79570.979405498,84123.0970142636,0.0149050986455994,0.215553793736446,0.0792254483256077,10,304821.09,"RELIABLESITE",0,0,0.925112857427732,0.891464697845065,0.820539111811716,0.842083194678284,TRUE,655,FALSE,TRUE,0,0,0,0
"901","2qetu3d3tyaDPF3UxHmEsjJqufQsQ1UvABou7ZUFCZLx",60471.376925205,63270.1672163562,0.035460860027316,0.0316601161995899,0.0316601161995899,10,310073.67,"WEBNX",0,0,0.821835296515473,0.956627064275354,0.834678380613359,0.842083189495376,TRUE,656,FALSE,TRUE,0,0,0,0
"1196","5cYwwC8dmQ2tvtjDueHrU2B6NvmTHmoimsNGeGXVbkP8",43925.197386961,65697.3791839095,0.00864301283368958,0.222432819087231,0.076598329768692,10,302305.59,"Inetcom LLC",0,0,0.95657522638929,0.895063732150303,0.813767709820592,0.841991637164216,TRUE,657,FALSE,TRUE,0,0,0,0
"1247","8EfUy8zz6DF2iTMQCUe4QAnoq4jVUzfU1yvZMCr2yJ7m",79616.907260656,82246.6764561987,0.00330350370732802,0.111713508394543,0.0657848035949857,10,299752.02,"IP-Projects GmbH & Co. KG",0,0,0.98340232701568,0.909877776821908,0.806893828293074,0.841970824137231,TRUE,658,FALSE,TRUE,0,0,0,0
"1186","8CrwVZYFQ1kTGXcdX1QFGqpMth1XT9SjhkhJX6LgABpL",60167.543146081,62993.4401333485,0.00854958671089431,0.125251673635962,0.0859200784267289,10,302719.77,"HOSTING-SOLUTIONS",0,0,0.957044623844758,0.882293355603436,0.814882629032154,0.841939145662653,TRUE,659,FALSE,TRUE,0,0,0,0
"1223","7y4wStv8XxUkuBgwNkidfxdy1V6TMYr4UjaTDwcS3MUr",44770.282533898,55303.6762543942,0.00257151742860077,0.464282380631065,0.0940435579939419,10,300855.24,"myLoc managed IT AG",0,0,0.987080018933015,0.871164553835685,0.809863554432866,0.841843087386952,TRUE,660,FALSE,TRUE,0,0,0,0
"1241","AnoFcEWKt7j9UuyvuNsJDbaRPrfo5LqpjvbxqQPswxn4",62160.548366834,64620.6635694769,0.00233052559173728,0.200054211361992,0.0795726220872358,10,300002.67,"PERFECT-INTERNATIONAL",0,0,0.988290825414411,0.890989085400896,0.80756854580811,0.841788938023909,TRUE,661,FALSE,TRUE,0,0,0,0
"1245","BAgnc7rQmxrbjX3ERjwW4NZaESkp3YQDqxUZLRqXScmm",31275.780531001,51455.5859552243,0.000790719870438081,0.320075655449586,0.087716918083072,10,299837.7,"Hosting Ukraine LTD",0,0,0.996027215043645,0.879831766061857,0.807124467817065,0.8417792980246,TRUE,662,FALSE,TRUE,0,0,0,0
"1041","J3C6sLyRYFhuADwTzUTC8ev1tTHKJV1CryxZVHX8mz2C",60168.506363748,62994.0679467767,0.0240306940461766,0.125142339544513,0.0732921027942484,10,307730.79,"IS-AS-1",0,0,0.879263461857202,0.899593114454196,0.828371649427924,0.841679733265218,TRUE,663,FALSE,TRUE,0,0,0,0
"740","69SajSVq1tWCF7fNWzu6W9fEcAC2FaTVgKZnbZzGSiaB",60169.102482611,62995.052918529,0.035460860027316,0.0740524204533072,0.0674435103512699,10,311625.27,"WEBNX",0,0,0.821835296515473,0.907605423142825,0.838855087959583,0.841525145828431,TRUE,664,FALSE,TRUE,0,0,0,0
"997","8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD",46650.126970699,65709.5382833962,0.0240306940461766,0.377741886596376,0.0940435579939419,10,308709.99,"IS-AS-1",0,0,0.879263461857202,0.871164553835685,0.831007529702107,0.841520521120858,TRUE,665,FALSE,TRUE,0,0,0,0
"5","8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1",7423.707116751,8159.4130828557,0.199034148368202,0.03,0.01449977820543,0,369939,"TERASWITCH",0,0,0,0.980135955782314,0.995828138021927,0.841416718153968,TRUE,666,FALSE,TRUE,0,0,0,0
"1187","HasVKk4i68KfhAx7DBkVtj32snFiStGxRvJpUHqT7Hjo",60272.146139314,63066.8944441379,0.0100241298684703,0.190973438498206,0.0803808177691818,10,302716.44,"MEVSPACE sp. z o.o.",0,0,0.949636130530093,0.889881893653873,0.814873665101074,0.841376215824985,TRUE,667,FALSE,TRUE,0,0,0,0
"1127","29VMLFnCzjTeJBpKpoq1UQhc81y6LHYVABE6DdJNWUXf",60167.336465703,62993.5009028969,0.0157815187796537,0.225411738016441,0.0889719733606854,10,305281.62,"WorldStream B.V.",0,0,0.920709491767921,0.87811239676,0.821778799253167,0.84133225944827,TRUE,668,FALSE,TRUE,0,0,0,0
